,host_id,host_is_superhost,neighbourhood,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,number_of_reviews,review_scores_rating,price
5580,11825279,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,7,,1 shared bath,3.0,5.0,34,4.91,$28.00
5581,10547296,f,,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,7,4.57,$48.00
9363,32255771,f,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,3.0,55,4.55,$95.00
5319,179771018,f,,Private room in home,Private room,2,,1 shared bath,,1.0,0,,$550.00
13483,440152332,t,,Private room in casa particular,Private room,2,,1 shared bath,1.0,1.0,30,4.83,$85.00
13210,102810485,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1.5 baths,3.0,3.0,2,5.0,$70.00
2752,70530657,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,7,,2 baths,4.0,4.0,211,4.74,$200.00
14325,471646754,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,9,4.33,$100.00
2660,61928398,f,,Private room in rental unit,Private room,1,,1 bath,1.0,1.0,0,,$10.00
7284,244694473,f,,Entire home,Entire home/apt,5,,2 baths,3.0,4.0,3,4.67,$150.00
6562,227783078,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,2.0,5.0,108,4.51,$103.00
4450,142243382,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,2.0,14,4.46,$25.00
8046,2819397,f,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,3.0,0,,$190.00
10830,265147782,f,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,4,,1 bath,2.0,4.0,132,4.12,$65.00
11312,212431311,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,3.0,4.0,52,4.35,$111.00
4294,20303145,f,,Private room in rental unit,Private room,1,,1 private bath,1.0,1.0,52,4.49,$52.00
3098,41768209,f,,Private room in rental unit,Private room,1,,1 bath,1.0,1.0,0,,$29.00
14818,115783949,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,4.0,0,,$44.00
2547,4502018,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 baths,1.0,2.0,44,4.77,$35.00
5239,171335750,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$21.00
3264,64429620,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 bath,1.0,1.0,3,4.67,$38.00
10312,250093014,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,4,3.5,$70.00
7539,264750238,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,2,5.0,$106.00
12192,308685811,f,"Barcelona, Catalunya, Spain",Shared room in hostel,Shared room,1,,0 shared baths,1.0,5.0,1,5.0,$20.00
6495,225708649,f,"Barcelona, Catalunya, Spain",Room in boutique hotel,Private room,2,,1 private bath,1.0,1.0,59,4.83,$123.00
6410,1447144,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,2.0,5.0,1,2.0,$90.00
15083,39613302,t,,Private room in condo,Private room,2,,1 private bath,1.0,1.0,1,5.0,$40.00
1122,10380563,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,54,4.67,$132.00
4862,158023606,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,33,4.24,$332.00
3011,78852370,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 bath,1.0,1.0,0,,$30.00
4317,140007238,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,3 baths,2.0,2.0,63,4.43,$119.00
8824,314624445,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,3.0,4.0,1,4.0,$78.00
1415,14836897,f,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,4.0,54,4.87,$50.00
1168,7066746,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,8,,1 bath,3.0,5.0,421,4.62,$97.00
2602,16892848,f,"Barcelona, Catalonia, Spain",Entire loft,Entire home/apt,4,,2.5 baths,2.0,2.0,128,4.8,$52.00
14549,427880136,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,2,4.0,$76.00
10629,4396136,f,,Entire rental unit,Entire home/apt,5,,2.5 baths,2.0,4.0,1,5.0,$137.00
10916,235372111,f,,Private room in hostel,Private room,4,,1 shared bath,4.0,4.0,77,4.1,$75.00
9766,10693680,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,5.0,0,,$59.00
15726,342955597,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,0,,$47.00
12599,14162823,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,4.0,22,4.82,$211.00
9025,265193861,f,,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,1,4.0,$40.00
7724,275975066,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,2 baths,3.0,6.0,193,4.82,$116.00
5730,158528053,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$45.00
4465,36233647,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,7,,2 baths,3.0,3.0,190,4.85,$157.00
10109,371760227,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,1.0,2.0,14,4.57,$169.00
32,919480,f,,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,1,5.0,$46.00
3413,1716315,t,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,50,4.88,$130.00
8053,215065532,f,"Barcelona, Catalunya, Spain",Entire loft,Entire home/apt,2,,1 bath,1.0,2.0,15,4.33,$111.00
15460,478007968,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$81.00
13599,461820156,f,,Private room in rental unit,Private room,1,,3 shared baths,7.0,1.0,0,,$21.00
5009,156294948,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,28,4.39,$95.00
446,4212095,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,5,,1 bath,3.0,4.0,123,4.6,$161.00
15634,259945768,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,0,,$40.00
10290,3039107,f,,Entire rental unit,Entire home/apt,7,,1 bath,3.0,5.0,0,,$44.00
10829,402560546,f,"Barcelona, Catalunya, Spain",Entire villa,Entire home/apt,6,,2.5 baths,3.0,6.0,0,,$350.00
8454,298587474,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,0,,$35.00
430,665423,t,,Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,268,4.65,$90.00
3564,41313817,t,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,89,4.85,$30.00
8232,7041679,f,,Private room in casa particular,Private room,1,,1 shared bath,1.0,1.0,4,5.0,$18.00
1738,28388457,f,"Barcelona, Catalonia, Spain",Room in boutique hotel,Private room,2,,1 private bath,1.0,1.0,93,4.39,$74.00
4206,134698146,f,,Entire rental unit,Entire home/apt,3,,1 bath,3.0,4.0,62,4.32,$105.00
4120,41361513,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,4,5.0,$45.00
11237,175257972,t,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,4,,1 bath,2.0,2.0,7,4.86,$124.00
13906,407437740,f,,Private room in rental unit,Private room,1,,1 private bath,1.0,1.0,0,,$45.00
5194,174751009,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,148,4.48,$90.00
8670,313597698,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 bath,1.0,,0,,$59.00
14523,294265812,f,,Private room in rental unit,Private room,2,,2 shared baths,,1.0,1,5.0,$60.00
5806,193403574,f,,Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,0,,$179.00
13913,10911051,f,,Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,2,5.0,$95.00
10772,280947257,f,,Private room in condo,Private room,2,,1 shared bath,1.0,1.0,27,4.81,$40.00
5410,44913823,f,"Barcelona, Catalunya, Spain",Shared room in rental unit,Shared room,1,,1 shared bath,1.0,5.0,68,4.51,$19.00
2838,68561294,f,,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,0,,$40.00
12107,308681334,f,"Barcelona, Catalunya, Spain",Private room in hostel,Private room,8,,0 shared baths,1.0,4.0,1,5.0,$124.00
9491,17137016,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,2.0,2.0,1,5.0,"$5,000.00"
6967,238241515,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,5,4.8,$230.00
6887,5432336,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,2 baths,3.0,6.0,16,5.0,$99.00
8170,49440330,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,4.0,4.0,8,5.0,$120.00
3649,111248996,f,,Private room in rental unit,Private room,1,,1.5 shared baths,1.0,1.0,187,4.55,$23.00
679,7352678,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,5,,1 bath,2.0,3.0,10,4.7,$110.00
2600,54320669,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,2 baths,4.0,5.0,184,4.48,$178.00
11610,121825,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,8,5.0,$251.00
6898,9536260,f,,Private room in rental unit,Private room,4,,1 shared bath,1.0,2.0,29,4.83,$70.00
4473,137949177,f,,Private room in rental unit,Private room,2,,1 private bath,,1.0,7,4.8,$35.00
10915,17082106,t,,Entire condo,Entire home/apt,4,,1.5 baths,2.0,2.0,6,4.83,$76.00
4799,7033608,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$45.00
5845,195555777,f,,Private room in condo,Private room,4,,1 private bath,1.0,2.0,61,4.44,$50.00
15469,10693680,f,,Entire rental unit,Entire home/apt,5,,1 bath,3.0,4.0,0,,$63.00
1249,2092211,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,12,4.0,$100.00
12024,226804666,f,,Shared room in rental unit,Shared room,1,,1 shared bath,1.0,2.0,0,,$26.00
6758,36607755,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,3 shared baths,1.0,1.0,1,4.0,$29.00
6027,938894,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,27,4.44,$85.00
10348,4146729,t,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,4,,1 bath,2.0,3.0,2,5.0,$321.00
135,2997406,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1.5 baths,2.0,2.0,3,4.67,$145.00
656,9257858,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,5,,1 bath,3.0,4.0,104,4.48,$100.00
1628,27106896,f,,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,0,,$35.00
10882,201741093,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,2.0,0,,$58.00
62,488117,t,,Entire rental unit,Entire home/apt,9,,1 bath,3.0,8.0,22,4.67,$265.00
11178,175128252,f,,Room in hotel,Private room,4,,1 private bath,1.0,2.0,0,,"$1,490.00"
5552,163379623,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,41,4.66,$15.00
13421,8051424,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,4.0,4.0,1,5.0,$110.00
1144,13842214,f,,Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,26,4.63,$60.00
15031,439196596,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,0,,$61.00
9416,1249736,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,2.0,2.0,1,5.0,$40.00
1602,4985749,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,15,,3.5 baths,6.0,14.0,101,4.66,$265.00
8746,35712072,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,2.0,3.0,24,4.38,$66.00
13944,58993125,f,,Entire rental unit,Entire home/apt,3,,1 bath,2.0,1.0,0,,$81.00
357,5223863,f,"Barcelona, Catalonia, Spain",Private room in bed and breakfast,Private room,2,,1 private bath,1.0,1.0,656,4.61,$53.00
15637,21726991,f,,Entire rental unit,Entire home/apt,4,,1 bath,3.0,3.0,0,,$80.00
13238,2819397,f,,Entire rental unit,Entire home/apt,4,,2.5 baths,3.0,5.0,0,,$230.00
4235,53058540,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$50.00
7073,3063833,f,,Private room in condo,Private room,1,,1 bath,1.0,1.0,0,,$50.00
14553,336034614,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,3 shared baths,1.0,1.0,13,4.54,$29.00
11641,420938544,f,"Barcelona, Catalunya, Spain",Private room in hostel,Private room,2,,1 private bath,1.0,2.0,193,4.75,$61.00
4661,139326132,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,3,4.5,$14.00
12655,2830568,f,,Private room in hostel,Private room,4,,1 private bath,1.0,4.0,0,,$119.00
5692,146752325,f,,Private room in condo,Private room,2,,1 shared bath,1.0,1.0,0,,$35.00
14085,1391607,f,,Entire rental unit,Entire home/apt,6,,1 bath,4.0,5.0,10,4.2,$80.00
5633,4212095,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,3.0,3.0,26,4.88,$138.00
9415,267600211,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,3.0,4.0,1,4.0,$289.00
9637,10044989,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,54,4.15,$58.00
13225,1914882,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,2,,1 bath,1.0,1.0,2,5.0,$130.00
6911,8130906,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,6,5.0,$212.00
3494,107052215,f,,Private room in rental unit,Private room,2,,2 shared baths,1.0,1.0,0,,$26.00
9619,20779912,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,4.0,0,,$200.00
4842,158023606,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,,89,4.34,$10.00
6831,238724735,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,20,4.15,$126.00
9217,32037490,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,48,4.54,$93.00
7546,10693680,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,3.0,5.0,0,,$61.00
1832,7587496,t,,Private room in rental unit,Private room,1,,1.5 shared baths,1.0,1.0,22,4.9,$15.00
12179,4459553,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1.5 baths,3.0,5.0,5,4.4,$289.00
15334,484631064,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,0,,$19.00
2972,69395559,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,7,4.33,$359.00
9965,5264883,f,,Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,0,,$78.00
14264,470328763,f,,Private room in hostel,Private room,2,,0 shared baths,20.0,2.0,3,3.67,$42.00
7205,250093014,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,5,4.8,$95.00
14363,194270248,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,,2.0,21,4.81,$95.00
15419,483804417,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 shared baths,1.0,2.0,5,5.0,$80.00
12833,21726991,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,6,,1 bath,3.0,3.0,0,,$300.00
5740,183653067,f,"Barcelona, Catalunya, Spain",Room in boutique hotel,Hotel room,2,,1 private bath,1.0,1.0,11,4.91,$277.00
9075,1447144,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,16,,2 baths,4.0,12.0,0,,$280.00
13667,455185866,f,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,2,,1 bath,1.0,1.0,1,5.0,$110.00
547,6092480,t,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,5,,2 baths,2.0,3.0,462,4.83,$115.00
10654,273500194,f,,Entire serviced apartment,Entire home/apt,2,,1 bath,1.0,1.0,10,4.4,$64.00
6499,24054784,f,"Barcelona, Catalunya, Spain",Entire chalet,Entire home/apt,12,,4.5 baths,4.0,10.0,2,4.5,$814.00
13885,396097003,t,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,10,4.9,$168.00
8069,265335721,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,3.0,13,4.15,$100.00
14209,134698146,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,11,4.27,$69.00
8137,27321489,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,6,4.83,$45.00
12606,15166867,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,3.0,3,5.0,$65.00
11279,175128252,f,,Room in hotel,Private room,2,,1 private bath,1.0,1.0,0,,"$1,490.00"
14196,470229717,f,"Barcelona, Catalunya, Spain",Private room in condo,Private room,2,,1 shared bath,1.0,1.0,25,4.52,$47.00
7011,238884286,f,"Barcelona, Catalunya, Spain",Room in serviced apartment,Hotel room,5,,1 bath,2.0,4.0,0,,$143.00
10139,59317222,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,2.0,11,4.82,$172.00
13179,456098712,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,17,4.71,$58.00
12080,346367515,f,,Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,0,,$135.00
2415,49624038,t,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 bath,1.0,1.0,170,4.89,$31.00
8022,280627266,t,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,4,,1 bath,1.0,3.0,77,4.92,$171.00
8744,158023606,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,8,,3 baths,4.0,6.0,2,4.0,$10.00
7051,12415569,f,"Barcelona, Catalunya, Spain",Entire loft,Entire home/apt,4,,1 bath,1.0,1.0,20,4.85,$60.00
3162,3744544,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,3.0,111,4.67,$77.00
2448,52226755,t,"Barcelona, Catalunya, Spain",Entire loft,Entire home/apt,3,,1.5 baths,1.0,2.0,21,4.71,$80.00
5394,174150739,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,96,4.85,$61.00
12901,146859530,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,0,,$360.00
9100,299462,f,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,5,,1.5 baths,3.0,3.0,26,4.35,$95.00
11457,212431311,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,4.0,39,4.28,$108.00
12871,130091939,t,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,1,5.0,$19.00
4058,122176880,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,1,3.0,$50.00
15610,436641358,f,,Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,1,5.0,$31.00
7682,135874538,t,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,1,5.0,$22.00
8557,139595528,f,"Barcelona, CT, Spain",Entire rental unit,Entire home/apt,2,,1 bath,,1.0,3,4.33,$80.00
921,1435464,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,3.0,17,4.41,$113.00
11708,4459553,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,4.0,18,4.39,$272.00
2914,8488654,t,,Private room in rental unit,Private room,1,,1.5 shared baths,1.0,1.0,276,4.91,$25.00
12026,184580813,f,,Room in hotel,Private room,2,,1 private bath,1.0,1.0,2,5.0,$154.00
9042,329949912,f,"Barcelona, Catalunya, Spain",Room in hotel,Private room,2,,1 shared bath,1.0,1.0,0,,$131.00
9890,437835392,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,4.0,4,3.5,$139.00
2832,44902056,t,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,100,4.73,$28.00
5234,126010926,f,,Entire rental unit,Entire home/apt,10,,2 baths,4.0,6.0,111,4.59,$160.71
13472,149798221,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,15,4.2,$65.00
4829,158023606,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,4.0,77,4.32,$148.00
9740,1004716,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,0,,$83.00
3678,47491355,f,"Barcelona, CT, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,64,4.75,$35.00
14564,75449580,f,,Entire condo,Entire home/apt,4,,1 bath,1.0,2.0,10,3.9,$73.00
8502,308553724,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,6,5.0,$55.00
10108,5614931,f,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,2,,1 bath,1.0,1.0,21,4.38,$113.00
4292,138406197,f,"Barcelona, Catalunya, Spain",Private room in condo,Private room,1,,1 shared bath,1.0,1.0,1,5.0,$31.00
4552,144254973,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 private bath,1.0,1.0,37,4.64,$33.00
9563,41807465,f,"Barcelona, Catalunya, Spain",Private room in hostel,Private room,4,,1.5 shared baths,1.0,4.0,0,,$120.00
2067,17779078,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,4,4.75,$22.00
10892,405115394,t,"Barcelona, Catalonia, Spain",Room in boutique hotel,Private room,3,,1 private bath,,,1,5.0,$99.00
8392,305678597,t,"Barcelona, Catalunya, Spain",Entire guest suite,Entire home/apt,4,,1 bath,2.0,2.0,23,4.83,$40.00
716,7671343,t,"Barcelona, Cataluña, Catalonia, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,262,4.79,$99.00
14955,358847313,f,,Entire rental unit,Entire home/apt,6,,2 baths,4.0,5.0,6,4.0,$66.00
15326,41036392,f,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,0,,$159.00
1920,33734393,f,,Private room in home,Private room,3,,1 bath,1.0,3.0,2,2.0,$45.00
40,368317,f,,Entire rental unit,Entire home/apt,2,,1.5 baths,1.0,1.0,8,4.33,$55.00
3559,1391607,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,1.0,39,3.92,$75.00
5957,16891380,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,3.0,3.0,195,4.55,$78.00
